Title,DOI,Publication Year,Authors,Article Type,Journal Title,Volume,Issue,Citation Count
Relation matters: relative depth order is stored in working memory for depth,https://doi.org/10.3758/s13423-019-01705-7,2020,"['Qian, Jiehui', 'Li, Zhuolun', 'Zhang, Ke', 'Lei, Quan']",Brief Report,Psychonomic Bulletin & Review,27,2,10
Efficiency and accuracy of visual search develop at different rates from early childhood through early adulthood,https://doi.org/10.3758/s13423-020-01712-z,2020,"['Gil-Gómez de Liaño, Beatriz', 'Quirós-Godoy, María', 'Pérez-Hernández, Elena', 'Wolfe, Jeremy M.']",Brief Report,Psychonomic Bulletin & Review,27,3,13
The gender congruency effect across languages in bilinguals: A meta-analysis,https://doi.org/10.3758/s13423-019-01702-w,2020,"['Sá-Leite, Ana Rita', 'Luna, Karlos', 'Fraga, Isabel', 'Comesaña, Montserrat']",Theoretical Review,Psychonomic Bulletin & Review,27,4,N/A
Motor simulation in tool-use effect on distance estimation: A replication of Witt and Proffitt (2008),https://doi.org/10.3758/s13423-019-01686-7,2020,"['Molto, Lisa', 'Morgado, Nicolas', 'Guinet, Eric', 'Fazioli, Laurina', 'Heurley, Loïc P.', 'Palluel-Germain, Richard']",Brief Report,Psychonomic Bulletin & Review,27,2,4
Intonation does aid serial recall after all,https://doi.org/10.3758/s13423-019-01708-4,2020,"['Savino, Michelina', 'Winter, Bodo', 'Bosco, Andrea', 'Grice, Martine']",Brief Report,Psychonomic Bulletin & Review,27,2,5
Benefits of response time-extended multinomial processing tree models: A reply to Starns (2018),https://doi.org/10.3758/s13423-019-01663-0,2020,"['Heck, Daniel W.', 'Erdfelder, Edgar']",Brief Report,Psychonomic Bulletin & Review,27,3,5
Theta band behavioral fluctuations synchronized interpersonally during cooperation,https://doi.org/10.3758/s13423-020-01711-0,2020,"['Wang, Cheng', 'Li, Hong', 'Jia, Lei', 'Li, Feiming', 'Wang, Jun']",Brief Report,Psychonomic Bulletin & Review,27,3,13
Evaluating the distinction between semantic knowledge and semantic access: Evidence from semantic dementia and comprehension-impaired stroke aphasia,https://doi.org/10.3758/s13423-019-01706-6,2020,"['Chapman, Curtiss A.', 'Hasan, Omar', 'Schulz, Paul E.', 'Martin, Randi C.']",Theoretical Review,Psychonomic Bulletin & Review,27,4,21
The environmental malleability of base-rate neglect,https://doi.org/10.3758/s13423-020-01710-1,2020,"['Turpin, Martin Harry', 'Meyers, Ethan A.', 'Walker, Alexander C.', 'Białek, Michał', 'Stolz, Jennifer A.', 'Fugelsang, Jonathan A.']",Article,Psychonomic Bulletin & Review,27,2,10
Recognition and rejection each induce forgetting,https://doi.org/10.3758/s13423-020-01714-x,2020,"['Fukuda, Keisuke', 'Pall, Shawal', 'Chen, Erica', 'Maxcey, Ashleigh M.']",Brief Report,Psychonomic Bulletin & Review,27,3,5
Does lacking information about your affordances impact your perception of others’ affordances? A test of the embodied simulation hypothesis,https://doi.org/10.3758/s13423-020-01716-9,2020,"['Jones, Keith S.', 'Widlus, Benjamin P.', 'Garcia, Nicholas A.']",Brief Report,Psychonomic Bulletin & Review,27,3,2
Ensemble perception and focused attention: Two different modes of visual processing to cope with limited capacity,https://doi.org/10.3758/s13423-020-01718-7,2020,"['Baek, Jongsoo', 'Chong, Sang Chul']",Theoretical Review,Psychonomic Bulletin & Review,27,4,33
Holistic but with reduced right-hemisphere involvement: The case of dyslexia in Chinese character recognition,https://doi.org/10.3758/s13423-020-01721-y,2020,"['Tso, Ricky Van Yip', 'Chan, Ronald Tsz Chung', 'Hsiao, Janet Hui-wen']",Brief Report,Psychonomic Bulletin & Review,27,3,14
Talking Points: A Modulating Circle Increases Listening Effort Without Improving Speech Recognition in Young Adults,https://doi.org/10.3758/s13423-020-01713-y,2020,"['Strand, Julia F.', 'Brown, Violet A.', 'Barbour, Dennis L.']",Brief Report,Psychonomic Bulletin & Review,27,3,11
Is deviance distraction immune to the prior sequential learning of stimuli and responses?,https://doi.org/10.3758/s13423-020-01717-8,2020,"['Parmentier, Fabrice B. R.', 'Gallego, Laura']",Brief Report,Psychonomic Bulletin & Review,27,3,10
Ignored visual context does not induce latent learning,https://doi.org/10.3758/s13423-020-01722-x,2020,"['Vadillo, Miguel A.', 'Giménez-Fernández, Tamara', 'Aivar, M. Pilar', 'Cubillas, Carmelo P.']",Brief Report,Psychonomic Bulletin & Review,27,3,11
Correction to: Embodied memories: Reviewing the role of the body in memory processes,https://doi.org/10.3758/s13423-020-01720-z,2020,"['Ianì, Francesco']",Correction,Psychonomic Bulletin & Review,27,3,N/A
In support of selective rehearsal: Double-item presentation in item-method directed forgetting,https://doi.org/10.3758/s13423-020-01723-w,2020,"['Tan, Pelin', 'Ensor, Tyler M.', 'Hockley, William E.', 'Harrison, Geoffrey W.', 'Wilson, Daryl E.']",Brief Report,Psychonomic Bulletin & Review,27,3,N/A
Why Do you Often Stop your Impulsive Behavior at the Last Moment?,https://doi.org/10.3758/s13423-020-01727-6,2020,"['Wang, Yongchun', 'Liu, Peng', 'Yao, Zhao', 'Wang, Yonghui']",Brief Report,Psychonomic Bulletin & Review,27,3,4
The perils of learning to move while speaking: One-sided interference between speech and visuomotor adaptation,https://doi.org/10.3758/s13423-020-01725-8,2020,"['Lametti, Daniel R.', 'Quek, Marcus Y. M.', 'Prescott, Calum B.', 'Brittain, John-Stuart', 'Watkins, Kate E.']",Brief Report,Psychonomic Bulletin & Review,27,3,12
"The perceived present: What is it, and what is it there for?",https://doi.org/10.3758/s13423-020-01726-7,2020,"['White, Peter A.']",Theoretical Review,Psychonomic Bulletin & Review,27,4,9
Social modulators of gaze-mediated orienting of attention: A review,https://doi.org/10.3758/s13423-020-01730-x,2020,"['Dalmaso, Mario', 'Castelli, Luigi', 'Galfano, Giovanni']",Theoretical Review,Psychonomic Bulletin & Review,27,5,127
A round Bouba is easier to remember than a curved Kiki: Sound-symbolism can support associative memory,https://doi.org/10.3758/s13423-020-01733-8,2020,"['Sonier, René-Pierre', 'Poirier, Marie', 'Guitard, Dominic', 'Saint-Aubin, Jean']",Brief Report,Psychonomic Bulletin & Review,27,4,4
When context is and isn’t helpful: A corpus study of naturalistic speech,https://doi.org/10.3758/s13423-019-01687-6,2020,"['Hitczenko, Kasia', 'Mazuka, Reiko', 'Elsner, Micha', 'Feldman, Naomi H.']",Theoretical Review,Psychonomic Bulletin & Review,27,4,7
Grapheme-color associations can transfer to novel graphemes when synesthetic colors function as grapheme “discriminating markers”,https://doi.org/10.3758/s13423-020-01732-9,2020,"['Uno, Kyuto', 'Asano, Michiko', 'Kadowaki, Hana', 'Yokosawa, Kazuhiko']",Brief Report,Psychonomic Bulletin & Review,27,4,N/A
Impact of relative and absolute values on selective attention,https://doi.org/10.3758/s13423-020-01729-4,2020,"['Kim, Sunghyun', 'Beck, Melissa R.']",Brief Report,Psychonomic Bulletin & Review,27,4,17
Audiovisual and lexical cues do not additively enhance perceptual adaptation,https://doi.org/10.3758/s13423-020-01728-5,2020,"['Ullas, Shruti', 'Formisano, Elia', 'Eisner, Frank', 'Cutler, Anne']",Article,Psychonomic Bulletin & Review,27,4,7
Ideomotor compatibility enables automatic response selection,https://doi.org/10.3758/s13423-020-01735-6,2020,"['Maquestiaux, François', 'Lyphout-Spitz, Morgan', 'Ruthruff, Eric', 'Arexis, Mahé']",Brief Report,Psychonomic Bulletin & Review,27,4,9
Working memory capacity and (in)voluntary mind wandering,https://doi.org/10.3758/s13423-020-01737-4,2020,"['Soemer, Alexander', 'Schiefele, Ulrich']",Brief Report,Psychonomic Bulletin & Review,27,4,20
(Mis) understanding your native language: Regional accent impedes processing of information status,https://doi.org/10.3758/s13423-020-01731-w,2020,"['Arnhold, Anja', 'Porretta, Vincent', 'Chen, Aoju', 'Verstegen, Saskia A.J.M.', 'Mok, Ivy', 'Järvikivi, Juhani']",Brief Report,Psychonomic Bulletin & Review,27,4,4
How does gaze to faces support face-to-face interaction? A review and perspective,https://doi.org/10.3758/s13423-020-01715-w,2020,"['Hessels, Roy S.']",Theoretical Review,Psychonomic Bulletin & Review,27,5,84
Exogenous spatial attention shortens perceived depth,https://doi.org/10.3758/s13423-020-01724-9,2020,"['Guan, Wanyi', 'Qian, Jiehui']",Brief Report,Psychonomic Bulletin & Review,27,4,3
The disintegration of event files over time: Decay or interference?,https://doi.org/10.3758/s13423-020-01738-3,2020,"['Hommel, Bernhard', 'Frings, Christian']",Brief Report,Psychonomic Bulletin & Review,27,4,32
Non-human animals detect the rhythmic structure of a familiar tune,https://doi.org/10.3758/s13423-020-01739-2,2020,"['Celma-Miralles, Alexandre', 'Toro, Juan M.']",Brief Report,Psychonomic Bulletin & Review,27,4,8
Inducing illusory control ensures persistence when rewards fade and when others outperform us,https://doi.org/10.3758/s13423-020-01745-4,2020,"['Studer, Bettina', 'Geniole, Shawn N.', 'Becker, Maike L.', 'Eisenegger, Christoph', 'Knecht, Stefan']",Brief Report,Psychonomic Bulletin & Review,27,4,8
Extension of the dual-memory model of test-enhanced learning to distributions and individual differences,https://doi.org/10.3758/s13423-020-01734-7,2020,"['Rickard, Timothy C.']",Brief Report,Psychonomic Bulletin & Review,27,4,4
Sequential sampling models without random between-trial variability: the racing diffusion model of speeded decision making,https://doi.org/10.3758/s13423-020-01719-6,2020,"['Tillman, Gabriel', 'Van Zandt, Trish', 'Logan, Gordon D.']",Theoretical Review,Psychonomic Bulletin & Review,27,5,38
Does bilingualism protect against dementia? A meta-analysis,https://doi.org/10.3758/s13423-020-01736-5,2020,"['Anderson, John A. E.', 'Hawrylewicz, Kornelia', 'Grundy, John G.']",Theoretical Review,Psychonomic Bulletin & Review,27,5,59
Perceived similarity ratings predict generalization success after traditional category learning and a new paired-associate learning task,https://doi.org/10.3758/s13423-020-01754-3,2020,"['Ashby, Stefania R.', 'Bowman, Caitlin R.', 'Zeithamova, Dagmar']",Brief Report,Psychonomic Bulletin & Review,27,4,9
How is multi-tasking different from increased difficulty?,https://doi.org/10.3758/s13423-020-01741-8,2020,"['Howard, Zachary L.', 'Evans, Nathan J.', 'Innes, Reilly J.', 'Brown, Scott D.', 'Eidels, Ami']",Theoretical Review,Psychonomic Bulletin & Review,27,5,23
Greater discrimination difficulty during perceptual learning leads to stronger and more distinct representations,https://doi.org/10.3758/s13423-020-01751-6,2020,"['Popov, Vencislav', 'Reder, Lynne M.']",Brief Report,Psychonomic Bulletin & Review,27,4,N/A
The sound-free SMARC effect: The spatial-musical association of response codes using only sound imagery,https://doi.org/10.3758/s13423-020-01756-1,2020,"['Jiang, Qi', 'Ariga, Atsunori']",Brief Report,Psychonomic Bulletin & Review,27,5,3
Target frequency modulates object-based attention,https://doi.org/10.3758/s13423-020-01746-3,2020,"['Nah, Joseph C.', 'Shomstein, Sarah']",Brief Report,Psychonomic Bulletin & Review,27,5,9
The impact of athletic clothing style and body awareness on motor performance in women,https://doi.org/10.3758/s13423-020-01755-2,2020,"['Cox, Elizabeth', 'Sabiston, Catherine M.', 'Karlinsky, April', 'Manzone, Joseph', 'Neyedli, Heather F.', 'Welsh, Timothy N.']",Brief Report,Psychonomic Bulletin & Review,27,5,7
Shaping perceptual learning of synthetic speech through feedback,https://doi.org/10.3758/s13423-020-01743-6,2020,"['Lehet, Matthew I.', 'Fenn, Kimberly M.', 'Nusbaum, Howard C.']",Article,Psychonomic Bulletin & Review,27,5,5
Investigating the role of temporal processing in developmental dyslexia: Evidence for a specific deficit in rapid visual segmentation,https://doi.org/10.3758/s13423-020-01752-5,2020,"['Ronconi, Luca', 'Melcher, David', 'Franchin, Laura']",Brief Report,Psychonomic Bulletin & Review,27,4,16
A model comparison approach reveals individual variation in the scope and control of attention,https://doi.org/10.3758/s13423-020-01744-5,2020,"['Schor, Daniel', 'Brodersen, Alex S.', 'Gibson, Bradley S.']",Brief Report,Psychonomic Bulletin & Review,27,5,5
Reevaluating the sensory recruitment model by manipulating crowding in visual working memory representations,https://doi.org/10.3758/s13423-020-01757-0,2020,"['Yörük, Harun', 'Santacroce, Lindsay A.', 'Tamber-Rosenau, Benjamin J.']",Article,Psychonomic Bulletin & Review,27,6,6
Programming of action timing cannot be completed until immediately prior to initiation of the response to be controlled,https://doi.org/10.3758/s13423-020-01740-9,2020,"['Klapp, Stuart T.', 'Maslovat, Dana']",Theoretical Review,Psychonomic Bulletin & Review,27,5,12
Modeling test learning and dual-task dissociations,https://doi.org/10.3758/s13423-020-01761-4,2020,"['Johansson, Tobias']",Brief Report,Psychonomic Bulletin & Review,27,5,N/A
Vision for the blind: visual psychophysics and blinded inference for decision models,https://doi.org/10.3758/s13423-020-01742-7,2020,"['Smith, Philip L.', 'Lilburn, Simon D.']",Theoretical Review,Psychonomic Bulletin & Review,27,5,18
Speed–accuracy trade-off in plants,https://doi.org/10.3758/s13423-020-01753-4,2020,"['Ceccarini, Francesco', 'Guerra, Silvia', 'Peressotti, Alessandro', 'Peressotti, Francesca', 'Bulgheroni, Maria', 'Baccinelli, Walter', 'Bonato, Bianca', 'Castiello, Umberto']",Brief Report,Psychonomic Bulletin & Review,27,5,20
Top-down grouping affects adjacent dependency learning,https://doi.org/10.3758/s13423-020-01759-y,2020,"['Wang, Felix Hao', 'Zevin, Jason D.', 'Trueswell, John C.', 'Mintz, Toben H.']",Brief Report,Psychonomic Bulletin & Review,27,5,4
Retraction Note: Listeners Are Maximally Flexible in Updating Phonetic Beliefs over Time,https://doi.org/10.3758/s13423-020-01765-0,2020,"['Saltzman, David', 'Myers, Emily']",Correction,Psychonomic Bulletin & Review,27,4,2
Involuntary musical imagery as a component of ordinary music cognition: A review of empirical evidence,https://doi.org/10.3758/s13423-020-01750-7,2020,"['Liikkanen, Lassi A.', 'Jakubowski, Kelly']",Theoretical Review,Psychonomic Bulletin & Review,27,6,23
Simple action planning can affect attentional allocation in subsequent visual search,https://doi.org/10.3758/s13423-020-01758-z,2020,"['Han, Seohee', 'Ji, Eunhee', 'Choe, Eunhye', 'Kim, Dogyun', 'Kim, Min-Shik']",Brief Report,Psychonomic Bulletin & Review,27,5,N/A
A framework for building cognitive process models,https://doi.org/10.3758/s13423-020-01747-2,2020,"['Jarecki, Jana B.', 'Tan, Jolene H.', 'Jenny, Mirjam A.']",Theoretical Review,Psychonomic Bulletin & Review,27,6,13
A-learning: A new formulation of associative learning theory,https://doi.org/10.3758/s13423-020-01749-0,2020,"['Ghirlanda, Stefano', 'Lind, Johan', 'Enquist, Magnus']",Article,Psychonomic Bulletin & Review,27,6,9
Early saccade planning cannot override oculomotor interference elicited by gaze and arrow distractors,https://doi.org/10.3758/s13423-020-01768-x,2020,"['Dalmaso, Mario', 'Castelli, Luigi', 'Galfano, Giovanni']",Brief Report,Psychonomic Bulletin & Review,27,5,19
Learning to avoid looking: Competing influences of reward on overt attentional selection,https://doi.org/10.3758/s13423-020-01770-3,2020,"['Pearson, Daniel', 'Le Pelley, Mike E.']",Brief Report,Psychonomic Bulletin & Review,27,5,9
Limited evidence for the effect of red color on cognitive performance: A meta-analysis,https://doi.org/10.3758/s13423-020-01772-1,2020,"['Gnambs, Timo']",Brief Report,Psychonomic Bulletin & Review,27,6,9
The affective priming paradigm as an indirect measure of food attitudes and related choice behaviour,https://doi.org/10.3758/s13423-020-01764-1,2020,"['Tzavella, Loukia', 'Maizey, Leah', 'Lawrence, Andrew D.', 'Chambers, Christopher D.']",Registered Report,Psychonomic Bulletin & Review,27,6,7
Evidence for preferential attachment: Words that are more well connected in semantic networks are better at acquiring new links in paired-associate learning,https://doi.org/10.3758/s13423-020-01773-0,2020,"['Mak, Matthew H. C.', 'Twitchell, Hope']",Brief Report,Psychonomic Bulletin & Review,27,5,24
Coordinating attention requires coordinated senses,https://doi.org/10.3758/s13423-020-01766-z,2020,"['Battich, Lucas', 'Fairhurst, Merle', 'Deroy, Ophelia']",Theoretical Review,Psychonomic Bulletin & Review,27,6,15
Theories of the generation effect and the impact of generation constraint: A meta-analytic review,https://doi.org/10.3758/s13423-020-01762-3,2020,"['McCurdy, Matthew P.', 'Viechtbauer, Wolfgang', 'Sklenar, Allison M.', 'Frankenstein, Andrea N.', 'Leshikar, Eric D.']",Theoretical Review,Psychonomic Bulletin & Review,27,6,26
A graph-theoretic approach to identifying acoustic cues for speech sound categorization,https://doi.org/10.3758/s13423-020-01748-1,2020,"['Crinnion, Anne Marie', 'Malmskog, Beth', 'Toscano, Joseph C.']",Theoretical Review,Psychonomic Bulletin & Review,27,6,9
