Title,Article URL,Authors,PDF Link,Article Type
Examining selective migration as attitudinal fit versus gay migration,https://www.sciencedirect.com/science/article/pii/S0022103122000269,"Emily Esposito, Jimmy Calanchini",https://www.sciencedirect.com/science/article/pii/S0022103122000269/pdfft?md5=e6ddd1d5ba6110f94716a7914fae4ad1&pid=1-s2.0-S0022103122000269-main.pdf,Research article
Honestly hungry: Acute hunger does not increase unethical economic behaviour,https://www.sciencedirect.com/science/article/pii/S0022103122000312,"Christian T. Elbæk, Panagiotis Mitkidis, Lene Aarøe, Tobias Otterbring",https://www.sciencedirect.com/science/article/pii/S0022103122000312/pdfft?md5=1c31664fb1c6f86353c04c5cf516751d&pid=1-s2.0-S0022103122000312-main.pdf,Research article
"Perspective taking does not moderate the price precision effect, but indirectly affects counteroffers to asking prices",https://www.sciencedirect.com/science/article/pii/S0022103122000427,"Margarita Leib, Karin Kee, David D. Loschelder, Marieke Roskes",https://www.sciencedirect.com/science/article/pii/S0022103122000427/pdfft?md5=e936d3d8db211e78c61213cf9a0b7bf7&pid=1-s2.0-S0022103122000427-main.pdf,Research article
Reframing of moral dilemmas reveals an unexpected “positivity bias” in updating and attributions,https://www.sciencedirect.com/science/article/pii/S0022103122000294,"Minjae J. Kim, Jordan Theriault, Joshua Hirschfeld-Kroen, Liane Young",https://www.sciencedirect.com/science/article/pii/S0022103122000294/pdfft?md5=0c68096a65b804cad1aa5bdefd973c61&pid=1-s2.0-S0022103122000294-main.pdf,Research article
Did you hear what she did to me? Female friendship victimization disclosures offer reputational advantages,https://www.sciencedirect.com/science/article/pii/S0022103122000300,"Tania A. Reynolds, Jaime Palmer-Hague",https://www.sciencedirect.com/science/article/pii/S0022103122000300/pdfft?md5=b578a60b04629aaf82bf9dc67d393881&pid=1-s2.0-S0022103122000300-main.pdf,Research article
Considering the role of second-order respect in individuals' deference to dominant actors,https://www.sciencedirect.com/science/article/pii/S0022103122000452,"Emily S. Reit, Deborah H Gruenfeld",https://www.sciencedirect.com/science/article/pii/S0022103122000452/pdfft?md5=331fe72c32b26d7908b11d5f8d2339fd&pid=1-s2.0-S0022103122000452-main.pdf,Research article
Effects of aggregation on implicit bias measurement,https://www.sciencedirect.com/science/article/pii/S0022103122000506,"Jason W. Hannay, B. Keith Payne",https://www.sciencedirect.com/science/article/pii/S0022103122000506/pdfft?md5=556baeef834b3523aa549106a953fa25&pid=1-s2.0-S0022103122000506-main.pdf,Research article
Persuading republicans and democrats to comply with mask wearing: An intervention tournament,https://www.sciencedirect.com/science/article/pii/S002210312200018X,"Michele Gelfand, Ren Li, Eftychia Stamkou, Dylan Pieper, ... Eugen Dimant",https://www.sciencedirect.com/science/article/pii/S002210312200018X/pdfft?md5=ba31ebfa6b309d6234475cd8fd72a671&pid=1-s2.0-S002210312200018X-main.pdf,Research article
Assessing the speed and spontaneity of racial bias in pain perception,https://www.sciencedirect.com/science/article/pii/S0022103122000348,"Peter Mende-Siedlecki, Azaadeh Goharzad, Aizihaer Tuerxuntuoheti, Patrick Gilbert Mercado Reyes, ... Alexis Drain",https://www.sciencedirect.com/science/article/pii/S0022103122000348/pdfft?md5=66754ea4024ed25e7ddb63dcb82728ce&pid=1-s2.0-S0022103122000348-main.pdf,Research article
Artificial intelligence and moral dilemmas: Perception of ethical decision-making in AI,https://www.sciencedirect.com/science/article/pii/S0022103122000464,"Zaixuan Zhang, Zhansheng Chen, Liying Xu",https://www.sciencedirect.com/science/article/pii/S0022103122000464/pdfft?md5=ea3d31ce66a3423126f09ee409d3d142&pid=1-s2.0-S0022103122000464-main.pdf,Research article
Does power increase attention to rewards? Examining the brain and behavior,https://www.sciencedirect.com/science/article/pii/S0022103122000518,"Enru Lin, Petra C. Schmid",https://www.sciencedirect.com/science/article/pii/S0022103122000518/pdfft?md5=f25a6b78a454fdf95be4ea631a0bcec5&pid=1-s2.0-S0022103122000518-main.pdf,Research article
Is the victim-perpetrator asymmetry stronger in situations where blame is being assigned?,https://www.sciencedirect.com/science/article/pii/S002210312200052X,"Randy J. McCarthy, Alison K. Rivers, Audra P. Jensen, Joy S. Pawirosetiko, Jennifer M. Erickson",https://www.sciencedirect.com/science/article/pii/S002210312200052X/pdfft?md5=fd9ad2fdd8066de1d2c0e757278384ed&pid=1-s2.0-S002210312200052X-main.pdf,Research article
Playing the field or locking down a partner?: Perceptions of available romantic partners and commitment readiness,https://www.sciencedirect.com/science/article/pii/S0022103122000531,"Ashlyn Brady, Levi R. Baker, Christopher R. Agnew, Benjamin W. Hadden",https://www.sciencedirect.com/science/article/pii/S0022103122000531/pdfft?md5=c8b5fc5fa5e3ae77653d58e287a85d8d&pid=1-s2.0-S0022103122000531-main.pdf,Research article
Schadenfreude for undeserved misfortunes: The unexpected consequences of endorsing a strong belief in a just world,https://www.sciencedirect.com/science/article/pii/S0022103122000555,"Shoko Watanabe, Drew S. Weiner, Sean M. Laurent",https://www.sciencedirect.com/science/article/pii/S0022103122000555/pdfft?md5=ef1bb6ac55ebd08e9900bb06afd224e2&pid=1-s2.0-S0022103122000555-main.pdf,Research article
Concealment stigma: The social costs of concealing,https://www.sciencedirect.com/science/article/pii/S0022103122000592,"Joel M. Le Forestier, Elizabeth Page-Gould, Alison L. Chasteen",https://www.sciencedirect.com/science/article/pii/S0022103122000592/pdfft?md5=45857eff134b60d9950d5e10b4de3fd5&pid=1-s2.0-S0022103122000592-main.pdf,Research article
Perceptions of having less in the U.S. but having more in China are associated with stronger inequality aversion,https://www.sciencedirect.com/science/article/pii/S0022103122000610,"Yi Ding, Junhui Wu, Tingting Ji, Xu Chen, Paul A.M. Van Lange",https://www.sciencedirect.com/science/article/pii/S0022103122000610/pdfft?md5=8661a68c75e6be3b59088626dd817391&pid=1-s2.0-S0022103122000610-main.pdf,Research article
WITHDRAWN: Helping the ingroup versus harming the outgroup: Evidence from morality-based groups,https://www.sciencedirect.com/science/article/pii/S0022103122000580,"Lusine Grigoryan, San Seo, Dora Simunovic, Wilhelm Hofmann",https://www.sciencedirect.com/science/article/pii/S0022103122000580/pdfft?md5=1bc0615ea750b2adb4a4a9ad0fac24a5&pid=1-s2.0-S0022103122000580-main.pdf,N/A
Withdrawal notice to: Helping the ingroup versus harming the outgroup: Evidence from morality-based groups. Journal of experimental social psychology 101(2022) 104339,https://www.sciencedirect.com/science/article/pii/S0022103122000786,"Lusine Grigoryan, SanSeo, Dora Simunovic, Wilhelm Hofmann",https://www.sciencedirect.com/science/article/pii/S0022103122000786/pdfft?md5=aeba8bff0414bdf096948f7b8680fdb1&pid=1-s2.0-S0022103122000786-main.pdf,Erratum
The effect of gender identity and gender threat on self-image,https://www.sciencedirect.com/science/article/pii/S0022103122000543,"Troy G. Steiner, Theresa K. Vescio, Reginald B. Adams",https://www.sciencedirect.com/science/article/pii/S0022103122000543/pdfft?md5=51605d3689b71a7802a4bb4d3be0fb08&pid=1-s2.0-S0022103122000543-main.pdf,Research article
The power of the Ingroup for promoting collective action: How distinctive treatment from fellow minority members motivates collective action,https://www.sciencedirect.com/science/article/pii/S0022103122000658,"Christopher T. Begeny, Jolien van Breen, Colin Wayne Leach, Martijn van Zomeren, Aarti Iyer",https://www.sciencedirect.com/science/article/pii/S0022103122000658/pdfft?md5=fa56dbea4b0b3b28dffb9ce38d8b1283&pid=1-s2.0-S0022103122000658-main.pdf,Research article
“Anything that looks like smoking is bad”: Moral opposition and support for harm reduction policy,https://www.sciencedirect.com/science/article/pii/S0022103122000622,"Jordan Wylie, Nirupika Sharma, Ana Gantman",https://www.sciencedirect.com/science/article/pii/S0022103122000622/pdfft?md5=3e7b403ecbc2e817df041e1f6d907cf3&pid=1-s2.0-S0022103122000622-main.pdf,Research article
The Passionate Pygmalion Effect: Passionate employees attain better outcomes in part because of more preferential treatment by others,https://www.sciencedirect.com/science/article/pii/S0022103122000646,"Ke Wang, Erica R. Bailey, Jon M. Jachimowicz",https://www.sciencedirect.com/science/article/pii/S0022103122000646/pdfft?md5=1a55168ddf4518b5a7f895ec14e5ccaa&pid=1-s2.0-S0022103122000646-main.pdf,Research article
The predictive power of exponential numeracy,https://www.sciencedirect.com/science/article/pii/S002210312200066X,"T. Bradford Bitterly, Eric M. VanEpps, Maurice E. Schweitzer",https://www.sciencedirect.com/science/article/pii/S002210312200066X/pdfft?md5=638d8895e42f5e6158b87a12535f397f&pid=1-s2.0-S002210312200066X-main.pdf,Research article
The unexpected social consequences of diverting attention to our phones,https://www.sciencedirect.com/science/article/pii/S0022103122000634,"Elyssa M. Barrick, Alixandra Barasch, Diana I. Tamir",https://www.sciencedirect.com/science/article/pii/S0022103122000634/pdfft?md5=0502f70d6413293472356146bf40fcd7&pid=1-s2.0-S0022103122000634-main.pdf,Research article
Implementing planned missingness in stimulus sampling designs: Strategies for optimizing statistical power and precision while limiting participant burden,https://www.sciencedirect.com/science/article/pii/S0022103122000683,"Robert E. Wickham, Brenna L. Giordano",https://www.sciencedirect.com/science/article/pii/S0022103122000683/pdfft?md5=50210a244c8874f8076b1a3b46609f2b&pid=1-s2.0-S0022103122000683-main.pdf,Research article
From critical to hypocritical: Counterfactual thinking increases partisan disagreement about media hypocrisy,https://www.sciencedirect.com/science/article/pii/S0022103122000270,"Beth Anne Helgason, Daniel A. Effron",https://www.sciencedirect.com/science/article/pii/S0022103122000270/pdfft?md5=5ed4f599f80019466219ca3dd1bf55ad&pid=1-s2.0-S0022103122000270-main.pdf,Research article
Hadza hunter-gatherers are not deontologists and do not prefer deontologists as social partners,https://www.sciencedirect.com/science/article/pii/S0022103122000336,"Kristopher M. Smith, Coren L. Apicella",https://www.sciencedirect.com/science/article/pii/S0022103122000336/pdfft?md5=776798523783c9867d20e687f41078e1&pid=1-s2.0-S0022103122000336-main.pdf,Case report
Morals for the sake of movement: Locomotion and sensitivity to norms in moral dilemmas,https://www.sciencedirect.com/science/article/pii/S0022103122000415,"James F.M. Cornwell, Antonio Fabio Bella",https://www.sciencedirect.com/science/article/pii/S0022103122000415/pdfft?md5=54d50b823cdc4f80871a3863c48a401e&pid=1-s2.0-S0022103122000415-main.pdf,Case report
The developmental origins and behavioral consequences of attributions for inequality,https://www.sciencedirect.com/science/article/pii/S0022103122000488,"Antonya Marie Gonzalez, Lucía Macchia, Ashley V. Whillans",https://www.sciencedirect.com/science/article/pii/S0022103122000488/pdfft?md5=b8297856f3366d2efe07a70e5d7add74&pid=1-s2.0-S0022103122000488-main.pdf,Case report
Social sampling shapes preferences for redistribution: Evidence from a national survey experiment,https://www.sciencedirect.com/science/article/pii/S0022103122000609,"Nathanael Gratias Sumaktoyo, Christian Breunig, Wolfgang Gaissmaier",https://www.sciencedirect.com/science/article/pii/S0022103122000609/pdfft?md5=5f07355a1a4d6a7ba9cf2a3d2c69e765&pid=1-s2.0-S0022103122000609-main.pdf,Case report
Black Americans' perspectives on ally confrontations of racial prejudice,https://www.sciencedirect.com/science/article/pii/S0022103122000567,"Charles Chu, Leslie Ashburn-Nardo",https://www.sciencedirect.com/science/article/pii/S0022103122000567/pdfft?md5=03845e6eea15681fad5500cce0d17cbc&pid=1-s2.0-S0022103122000567-main.pdf,Case report
Social identity switching: How effective is it?,https://www.sciencedirect.com/science/article/pii/S0022103122000282,"Anna K. Zinn, Aureliu Lavric, Mark Levine, Miriam Koschate",https://www.sciencedirect.com/science/article/pii/S0022103122000282/pdfft?md5=9c295dfa75b2cf4fb18bb07e84d2dc05&pid=1-s2.0-S0022103122000282-main.pdf,Research article
"Dealbreakers, or dealbenders? Capturing the cumulative effects of partner information on mate choice",https://www.sciencedirect.com/science/article/pii/S0022103122000476,"Samantha Joel, Nicolyn Charlot",https://www.sciencedirect.com/science/article/pii/S0022103122000476/pdfft?md5=b03fe8e40faf5f14c349122a28273b56&pid=1-s2.0-S0022103122000476-main.pdf,Research article
The role of attitude features in the reliability of IAT scores,https://www.sciencedirect.com/science/article/pii/S002210312200049X,"Jamie Cummins, Ian Hussey, Adriaan Spruyt",https://www.sciencedirect.com/science/article/pii/S002210312200049X/pdfft?md5=d22c99068c5617709b3287fca874eff4&pid=1-s2.0-S002210312200049X-main.pdf,Research article
"Corrigendum to “Does helping promote well-being in at-risk youth and ex-offender samples?” [Volume 82, Pages 307–317]",https://www.sciencedirect.com/science/article/pii/S0022103122000579,"Katherine B. Hanniball, Lara B. Aknin, Kevin S. Douglas, Jodi L. Viljoen",https://www.sciencedirect.com/science/article/pii/S0022103122000579/pdfft?md5=3bcd424e79c3939cef7b2dc58c7aa045&pid=1-s2.0-S0022103122000579-main.pdf,Erratum
Editorial Board,https://www.sciencedirect.com/science/article/pii/S002210312200107X,,https://www.sciencedirect.com/science/article/pii/S002210312200107X/pdfft?md5=50e51c9fe3eb119c566d370dcc2842f0&pid=1-s2.0-S002210312200107X-main.pdf,N/A
Acting collectively against air pollution: When does control threat mobilize environmental activism? Registered report,https://www.sciencedirect.com/science/article/pii/S0022103122000713,"Anna Potoczek, Marcin Bukowski, Katarzyna Jasko, Felix Czepluch, ... Małgorzata Kossowska",https://www.sciencedirect.com/science/article/pii/S0022103122000713/pdfft?md5=e398b49296fa6ee8de91ffddf9bf6932&pid=1-s2.0-S0022103122000713-main.pdf,Research article
The mitigating effect of desiring status on social backlash against ambitious women,https://www.sciencedirect.com/science/article/pii/S0022103122000749,"Sonya Mishra, Laura J. Kray",https://www.sciencedirect.com/science/article/pii/S0022103122000749/pdfft?md5=cdfad257d9a0a08c287da60098772a0d&pid=1-s2.0-S0022103122000749-main.pdf,Research article
"Treatments approved, boosts eschewed: Moral limits of neurotechnological enhancement",https://www.sciencedirect.com/science/article/pii/S0022103122000701,"Mika Koverola, Anton Kunnari, Marianna Drosinou, Jussi Palomäki, ... Michael Laakasuo",https://www.sciencedirect.com/science/article/pii/S0022103122000701/pdfft?md5=e58d45565c324714e0fe4f3e1a55a366&pid=1-s2.0-S0022103122000701-main.pdf,Research article
Higher power dynamics: How meaning search and self-transcendence inspire approach motivation and magnanimity,https://www.sciencedirect.com/science/article/pii/S0022103122000695,"Ian McGregor, Alex Tran, Emilie Auger, Emily Britton, ... Kyle Nash",https://www.sciencedirect.com/science/article/pii/S0022103122000695/pdfft?md5=767fac62feb5a746bf20ead1c20ceafa&pid=1-s2.0-S0022103122000695-main.pdf,Research article
